preco,vendido,km_por_ano,idade_carro
75782.68,0,38579.194368000004,12
84454.22,0,17593.348608,10
81748.68,0,21869.375616,18
18576.43,1,14786.652672,20
64773.76,0,18061.667712000002,14
31250.34,1,34110.04608,26
46864.83,1,30324.868992000003,18
18905.64,1,25973.202816,25
90767.87,0,10333.597824,19
92508.98,0,19402.251264000002,20
90378.63,0,27970.39872,25
42569.3,1,16004.926080000001,18
62620.45,0,27093.30624,16
60101.5,1,6939.491328,26
48978.94,1,21129.077376,20
69271.08,0,46534.18176,11
82495.58,0,25498.446336,25
11979.47,1,20860.316928,25
77816.76,0,15285.549312000001,19
41273.9,1,25578.913536,22
103459.05,1,17892.686592000002,16
73901.01,0,20041.160832,13
75390.33,0,20972.971008,21
75457.92,1,22723.937280000002,14
75285.5,1,22194.463104000002,22
95177.42,1,13800.124800000001,24
95676.08,0,36963.412992000005,20
45343.51,1,27358.848,22
96467.94,0,29727.802368,26
90684.94,0,9229.58784,26
43390.38,1,19711.245312000003,12
105329.2,0,21318.979968,13
84517.72,1,15480.279936,13
61696.4,0,17068.702464,26
38245.75,1,26895.356928,24
79957.38,1,18890.479872,19
91674.9,0,13692.298752,21
96028.69,0,18135.697536,17
103326.66,1,14278.099968,9
107562.56,0,14590.312704000002,12
35738.06,1,18309.506688,19
32582.02,1,23293.645056,19
26871.75,1,21534.632064,22
103336.64,1,17738.189568,21
44303.89,0,18013.387392,20
58770.23,1,22674.047616,25
95838.99,0,29307.763584,13
80921.29,0,23403.080448,21
94786.28,0,22638.642048,19
102461.86,1,26539.691904000003,26
66761.79,0,31948.697088,25
95016.78,1,15946.989696,15
23334.06,1,20660.758272000003,25
66311.2,0,15166.457856,14
20199.69,1,17234.464896,22
74419.32,0,24391.217664000003,12
76829.64,0,22099.511808000003,12
72033.52,0,11989.6128,24
101257.79,1,36540.15552,22
41923.42,1,26126.090496,12
16547.2,1,17348.728320000002,23
94912.13,0,19529.389440000003,25
39284.89,1,19743.432192,11
58005.41,1,18481.706496000003,18
22629.92,1,24534.44928,18
66930.86,0,15126.224256000001,12
40436.0,0,33152.4864,25
51383.65,1,28034.772480000003,19
79893.16,1,20152.205568,15
72450.5,0,14857.463808,25
56535.6,1,28313.188992000003,25
81437.98,0,21008.376576000002,23
66587.22,0,25384.182912,19
96076.38,0,21035.735424000002,19
98132.27,1,16404.043392,26
99431.8,0,23800.588416000002,16
35021.38,1,20242.328832000003,19
96253.86,0,24262.470144000003,20
84931.89,0,23152.022784,25
45154.74,1,24412.139136,15
78835.63,1,15024.835584,20
58980.31,1,16938.3456,26
64465.21,1,18941.978880000002,10
38315.73,1,22715.89056,19
90298.67,0,10689.262848,13
52555.22,0,15377.281920000001,16
24441.23,1,25941.015936000003,24
107431.11,0,22210.556544000003,15
64096.95,0,10882.384128000002,16
53669.06,1,19069.117056000003,11
60693.34,0,31340.365056000002,24
83884.53,0,39367.772928000006,15
68563.86,1,17326.197504,25
82261.92,0,26670.048768,23
116027.14,1,31543.1424,22
33361.66,1,26195.292288,20
40174.67,0,18192.024576,11
100872.41,0,23214.787200000002,17
91729.32,1,22352.178816000003,20
37220.88,1,12448.27584,17
42932.35,1,22097.902464000003,26
105354.79,0,12316.309632,12
70237.57,0,38917.156608000005,18
27085.34,1,29854.940544,26
103986.22,0,13006.718208,20
53868.23,1,30011.046912,25
103445.43,0,13499.177472000001,22
50956.1,0,31601.078784,20
41999.23,1,18069.714432,21
42653.18,1,19312.128,24
98138.6,0,14226.600960000002,20
77999.11,0,40849.978752,22
30009.3,1,20636.618112,17
97198.21,0,22101.121152,16
46167.55,1,19529.389440000003,22
33977.16,1,22226.649984,18
101201.24,0,19633.9968,11
24148.18,1,16589.117952,21
83091.96,0,30221.870976000002,17
38810.77,1,11217.127680000001,18
64021.74,0,19360.408320000002,25
59679.59,1,10840.541184000002,23
70260.51,1,30957.341184,26
33855.29,1,34832.641536,26
90108.76,1,23831.165952000003,23
70021.62,0,12470.806656,9
88631.4,1,19606.637952,12
94664.91,0,19434.438144,18
99968.88,0,10534.765824,17
50061.13,1,10454.298624000001,16
60974.59,1,17347.118976,20
82931.27,0,25213.592448000003,24
39039.59,1,28853.928576000002,25
53963.73,1,29595.836160000003,14
15305.7,1,13484.693376000001,22
45718.37,0,13833.921024000001,13
96180.51,1,17477.475840000003,18
39007.92,1,14039.917056,17
88150.84,0,40203.022464,25
97110.55,1,17932.920192,16
86931.31,0,41989.394304,18
24341.89,1,19711.245312000003,24
42751.8,1,14603.187456000001,13
71739.52,0,31454.628480000003,21
65241.32,0,9720.43776,18
73067.51,1,12546.445824,25
60570.37,1,19447.312896000003,26
64984.26,0,17305.276032,24
80657.07,1,17340.6816,22
83781.08,0,17817.047424,21
23448.52,1,40312.457856,23
39346.34,1,18682.874496,23
71532.28,0,35738.702208,18
70118.54,0,44361.56736,24
70719.34,1,13558.7232,21
36936.61,1,18119.604096000003,26
95422.54,1,17899.123968,16
60788.08,0,22836.591360000002,24
73153.25,1,22727.155968000003,26
72758.98,0,22947.636096000002,25
41366.51,1,19139.928192000003,23
54764.77,0,46458.542592000005,11
62605.17,1,19184.989824,19
37530.15,1,17911.99872,18
61726.41,0,15699.150720000001,26
67703.88,0,18259.617024000003,13
65691.55,0,34575.146496,22
38234.77,1,15708.806784,16
97033.21,0,44709.185664000004,23
34119.04,1,25894.344960000002,17
95342.37,0,17540.240256,22
65200.08,0,30371.539968,21
73548.4,0,35302.569984,18
40769.51,1,21616.708608,25
48927.78,1,43510.224384,21
80858.31,0,24122.457216000003,24
48885.2,1,13381.695360000002,21
35631.97,1,33134.783616,21
79025.54,0,41706.14976,17
49590.78,0,24487.778304000003,17
24614.46,1,13507.224192000001,22
85914.82,0,23491.594368000002,18
84192.06,1,14176.711296000001,11
110558.98,0,21143.561472,8
78617.01,0,23277.551616,20
58933.0,1,44393.75424,23
45677.29,1,21674.644992,13
78547.52,1,16083.783936000002,24
41605.44,1,29302.935552000003,23
30481.01,1,14128.430976000001,25
105677.42,1,22947.636096000002,14
45817.6,1,16379.903232,20
96407.65,0,33072.0192,15
80183.01,0,29280.404736,26
48616.33,1,21829.142016,9
58761.47,1,15264.627840000001,15
56037.14,1,25826.752512000003,23
34621.52,1,31884.323328000002,23
108416.34,1,22113.995904000003,8
97926.72,0,35428.098816000005,14
65811.04,1,19101.303936,14
50146.34,0,17013.984768000002,15
109215.68,1,12388.730112000001,18
56158.82,0,26670.048768,23
25495.31,1,35936.65152,22
93179.79,1,12737.957760000001,12
80301.3,0,24289.828992000002,16
80608.35,1,14897.697408000002,13
70524.3,1,7567.135488000001,13
50307.59,1,22461.614208000003,26
52763.86,0,21439.680768000002,20
74560.79,0,36160.350336,19
50272.61,1,40040.47872,25
48031.11,1,16899.721344,14
60835.06,0,11479.450752,18
103001.47,0,19942.990848,26
44724.71,0,30814.109568000003,26
62896.9,0,36837.88416,17
36757.34,1,26769.828096,12
99345.47,0,16882.01856,17
35187.66,1,27790.152192,25
60494.2,0,29125.907712,25
32140.32,1,28507.919616000003,16
72494.65,0,17791.29792,26
60963.98,1,20902.159872,14
29846.95,1,28556.199936,22
96629.93,0,19222.004736000003,24
17099.53,1,27523.001088,24
91871.81,0,21837.188736,15
105254.27,1,20264.859648,23
66800.19,0,26694.188928000003,25
71884.55,0,28174.785408000003,13
99362.45,1,36623.841408,24
65502.27,0,15823.070208000001,21
61589.68,0,25080.016896,10
85528.69,1,18676.437120000002,26
51048.1,1,30892.967424000002,21
89204.35,0,15993.660672000002,10
34106.61,1,18766.560384,19
93591.27,1,21375.307008,21
42460.74,1,13911.169536000001,26
105170.22,1,14928.274944,20
89394.0,0,40396.143744,26
81849.27,0,22532.425344000003,14
21698.45,1,32835.445632,22
67026.41,1,11736.945792,25
58795.57,1,30423.038976000003,22
32578.24,1,34398.118656,23
106744.63,0,14073.713280000002,12
50227.03,1,21243.3408,16
29275.66,1,26056.888704,26
87249.72,0,26843.857920000002,11
60412.78,0,43189.964928,26
58403.01,1,14707.794816000001,25
60611.05,1,20229.454080000003,26
51375.39,0,15045.757056,10
94724.39,1,23721.73056,14
115907.54,1,26518.770432,16
108072.15,1,27757.965312,25
71393.18,1,15267.846528000002,25
64356.4,0,35276.82048,24
65512.96,0,19514.905344000003,23
73526.68,0,37296.5472,19
86962.43,1,17083.186560000002,24
75308.4,1,16587.508608,15
77450.66,0,21203.107200000002,22
87133.58,0,27038.588544000002,23
72921.91,0,12243.889152000002,17
54881.34,1,38868.876288,13
51414.06,1,25649.724672,19
73995.74,0,31010.449536000004,19
58540.97,0,28734.83712,26
92527.23,0,25704.442368,17
67457.71,0,11506.8096,23
42270.45,1,46300.82688,25
66502.41,0,10655.466624,10
76128.49,0,11889.833472,19
48176.44,1,29302.935552000003,24
99855.89,0,14025.43296,18
32988.68,1,10317.504384,12
95672.85,0,24714.695808,20
40562.78,1,12787.847424000001,23
89447.12,1,14393.972736000002,14
101020.51,1,35482.816512000005,15
61876.6,0,31213.226880000002,24
10523.62,1,16106.314752,25
50350.21,1,15018.398208,25
71042.66,1,14163.836544000002,21
89330.23,1,34900.233984000006,16
38275.15,1,28480.560768000003,22
56944.59,0,21080.797056000003,18
71172.51,0,15563.965824,21
21425.97,1,13499.177472000001,20
33195.17,1,21911.21856,25
80133.35,1,23794.15104,22
95451.76,0,31866.620544,17
75429.15,0,17788.079232,19
73828.87,0,30344.18112,18
53441.7,0,12639.787776000001,15
87397.7,0,31018.496256000002,20
40425.74,1,31802.246784000003,26
59712.76,1,21463.820928,20
53620.03,1,13666.549248000001,21
69926.45,0,23996.928384000003,19
99947.31,1,22717.499904,16
71901.77,0,28297.095552000002,23
75606.69,0,28269.736704000003,13
100109.51,1,27355.629312,23
54470.12,1,17501.616,19
55234.23,0,37721.414016,22
16100.55,1,14265.225216,25
27837.75,1,30543.739776000002,22
92347.47,1,23351.58144,19
51786.94,1,13785.640704000001,18
88147.2,1,18473.659776,18
48748.05,1,20945.61216,22
82718.96,1,19648.480896,26
47725.66,1,17321.369472000002,22
96824.04,1,11065.849344,25
70160.04,0,44688.264192,16
106663.84,1,19772.400384,22
12679.47,1,14714.232192000001,26
53256.53,0,27310.56768,13
75329.62,0,38556.663552000005,18
42410.77,1,22569.440256,20
48904.71,0,14855.854464000002,24
38707.38,1,32890.163328,13
87000.67,1,19304.081280000002,23
55680.57,0,17902.342656,18
31682.9,1,31578.547968000003,24
59919.38,1,30899.404800000004,16
98076.26,1,12453.103872000002,19
97051.88,0,23018.447232000002,18
31384.59,1,36831.446784,24
100902.05,1,16838.566272,24
52934.42,1,21708.441216000003,17
78931.13,0,24288.219648000002,21
82494.0,1,17129.857536,26
52238.42,1,21819.485952000003,26
53840.35,1,20390.38848,22
35711.03,1,24038.771328000003,15
81582.81,0,22714.281216000003,17
83509.77,1,20763.756288,24
32167.57,1,17881.421184000003,25
114609.66,1,15351.532416000002,13
54940.25,0,19168.896384,24
100368.11,1,13166.043264000002,25
48481.31,0,28462.857984000002,15
68456.86,0,10138.8672,25
81234.8,0,33382.622592,15
27338.23,1,15359.579136,25
83224.59,0,33846.113664000004,13
16021.54,1,33710.928768000005,26
110580.13,0,21842.016768,23
80300.46,0,27989.710848000002,14
103801.19,0,29372.137344000002,11
55874.91,1,19394.204544,20
46315.44,0,22200.90048,26
75938.53,0,25234.51392,21
55401.34,1,25411.54176,16
65761.48,0,9298.789632,19
27817.54,1,10814.79168,25
19850.82,1,13912.778880000002,25
95755.37,0,32141.818368000004,10
40400.53,1,18797.13792,14
110690.57,1,26921.106432,20
27716.48,1,28937.614464000002,23
70343.39,0,32742.103680000004,20
98412.88,0,12364.589952,16
80541.59,0,38450.446848,23
96096.25,0,21652.114176000003,17
77244.26,0,32075.835264,23
68299.71,0,21896.734464,18
111244.38,0,17062.265088,19
90401.7,1,14038.307712000002,19
26955.05,1,18163.056384,19
60646.51,0,29166.141312000003,15
83964.09,1,18192.024576,21
84740.57,0,15872.959872000001,24
70549.92,0,19131.881472,24
55664.61,1,15240.48768,18
40858.27,1,15971.129856000001,25
37208.98,1,27777.27744,22
106805.75,1,19902.757248,26
85981.58,1,20031.504768000003,22
90746.74,0,21433.243392,17
25530.37,1,39464.333568,17
42114.38,1,20042.770176,26
62955.76,0,36303.581952,22
62601.2,0,27143.195904,14
14413.13,1,15779.61792,25
57965.53,1,24547.324032,12
63861.1,1,19579.279104,18
32423.59,1,29003.597568,26
43559.2,1,27086.868864,24
104052.72,1,20528.792064,16
68838.93,1,9131.417856,22
85783.86,0,27307.348992000003,20
88167.15,0,23000.744448,25
42538.65,1,22780.264320000002,19
97880.4,0,17506.444032,26
62681.06,0,22410.1152,24
52926.99,1,13265.822592,26
67329.21,1,20494.99584,21
20846.59,1,12794.284800000001,19
58939.63,1,27154.461312000003,25
88674.81,0,12641.397120000001,12
49765.05,1,25313.371776,17
41307.46,1,23351.58144,22
45362.91,1,15935.724288000001,16
50057.74,1,19790.103168,24
44310.77,1,14609.624832000001,22
51853.51,1,38493.899136,22
65149.93,0,26039.185920000004,17
85506.78,0,32664.855168000002,20
71596.17,0,32138.599680000003,25
55055.51,1,16082.174592000001,19
49025.81,1,24862.755456000003,10
60821.74,0,24219.017856000002,22
81831.6,0,37203.205248000006,20
82521.32,1,18929.104128000003,15
78328.58,0,25403.49504,11
31185.41,1,30545.349120000003,25
61411.58,0,14997.476736,19
66153.58,0,27053.072640000002,20
55137.78,1,24048.427392,21
50513.62,0,33649.773696000004,20
35149.84,1,34649.176320000006,21
83297.56,0,28026.72576,21
93908.17,0,12235.842432000001,20
104612.09,1,22091.465088,16
55070.37,0,18913.010688000002,24
82861.88,0,20316.358656,12
41954.96,1,24457.200768000002,24
106143.54,1,22612.892544000002,22
96169.66,0,19885.054464,23
51913.4,0,24418.576512000003,22
59815.67,1,12985.796736,22
90189.83,0,23969.569536000003,26
86648.92,0,26184.02688,20
25472.09,1,28752.539904,26
23477.18,1,20567.41632,25
88926.53,0,25070.360832000002,18
47535.86,0,19090.038528,19
52835.52,1,21203.107200000002,24
60396.79,0,37076.067072000005,18
47491.72,1,24228.67392,15
55869.47,0,13690.689408,26
44250.73,1,10331.98848,14
27710.15,1,24658.368768,26
114701.35,0,27220.444416000002,16
56185.73,1,31147.243776000003,21
52716.99,1,27775.668096,21
30496.76,1,16437.839616,23
30686.29,1,42538.180608,24
55129.13,0,15758.696448,21
29643.29,1,24771.022848,14
68762.98,0,19833.555456000002,21
82962.29,1,17545.068288000002,12
16907.72,1,22128.480000000003,25
30812.73,1,19225.223424,22
46181.5,1,25112.203776000002,11
54531.19,0,14398.800768000001,17
96511.12,0,13418.710272,26
57887.84,1,37608.759936,19
63543.24,0,36413.017344,18
45855.28,1,25440.509952,24
77605.68,1,20501.433216,14
17118.01,1,16029.066240000002,24
96670.08,1,8844.954624,25
43224.35,1,15703.978752,19
60916.85,1,20068.51968,25
64801.02,0,17960.27904,24
52450.74,1,27222.053760000003,18
60177.16,0,13190.183424,21
100429.64,1,27461.846016000003,18
69907.81,1,29422.027008,26
58367.72,0,24153.034752000003,21
92028.22,0,25622.365824,18
21990.03,1,30934.810368000002,22
67815.16,0,21077.578368000002,20
107739.84,0,9281.086848,17
34201.64,1,21465.430272,23
77844.32,0,25543.507968,12
29576.99,1,33060.753792,23
53445.79,1,26557.394688,19
63403.84,0,39718.60992,26
45854.85,0,38001.439872,15
37776.96,1,16677.631872,17
114977.51,1,22402.06848,16
94770.54,0,15995.270016,26
39677.04,1,16428.183552000002,17
68765.21,0,26721.547776000003,19
60557.45,1,22468.051584,14
52459.5,1,20277.7344,22
101767.23,0,25607.881728,22
45658.62,1,31792.590720000004,26
97645.54,0,22054.450176000002,24
79332.74,0,12456.32256,22
71344.99,0,31613.953536,24
96267.37,0,32383.219968,24
97742.8,1,22817.279232,12
71730.69,0,19679.058432,26
92118.45,0,24040.380672000003,24
86895.79,0,13320.540288,17
80811.89,1,17059.046400000003,21
60301.19,0,22765.780224000002,17
72823.12,0,14244.303744,22
64421.22,1,17945.794944,24
97257.56,0,27669.451392000003,19
86046.63,0,28559.418624,21
66538.26,0,18776.216448000003,20
55775.43,0,32901.428736,10
75998.38,0,19302.471936,16
41081.74,0,16291.389312000001,11
59857.03,1,30743.298432000003,19
64190.79,0,60179.809536,11
73410.03,0,17055.827712000002,17
99430.17,1,18781.04448,15
50957.91,1,22772.2176,21
84360.9,0,31078.041984000003,21
93693.78,0,25895.954304000003,16
50087.6,1,29273.967360000002,17
44378.87,1,38493.899136,19
95736.89,0,28821.741696,21
25309.79,1,19672.621056,22
89301.89,0,24561.808128,20
37872.08,1,32981.895936,24
32015.55,1,22487.363712000002,14
53270.42,0,12548.055168,24
35354.08,1,19016.008704,15
102614.05,1,37904.879232,17
60686.91,1,19218.786048,24
32230.06,1,27239.756544000003,22
28056.3,1,18494.581248000002,21
80387.31,0,21645.6768,12
90394.28,0,25897.563648000003,26
78238.12,1,22900.96512,21
20636.39,1,15512.466816000002,24
62340.6,1,10275.66144,15
91123.54,0,21697.175808,19
16043.96,1,21201.497856,23
51197.87,1,25533.851904000003,17
74060.87,0,19104.522624,18
32222.66,1,28380.781440000002,25
26129.87,1,29718.146304,18
88099.83,0,28691.384832000003,23
81441.14,1,17677.034496,22
69025.81,1,15522.12288,18
43005.66,1,14698.138752,24
72457.14,0,10713.403008000001,17
61418.1,0,17714.049408000003,9
95856.58,1,25572.476160000002,16
47468.8,1,15646.042368,23
57628.09,1,12403.214208000001,24
67773.9,0,19252.582272,25
27983.28,1,28198.925568000002,22
30048.86,1,18555.73632,25
69954.14,1,16909.377408,23
68798.47,0,21381.744384,25
96111.84,1,14929.884288000001,13
98987.32,0,27312.177024,25
93424.64,0,34626.645504,25
51221.41,1,16349.325696000002,23
50693.66,0,9483.864192000001,19
60867.55,0,27317.005056,24
33329.29,1,18351.349632,24
86023.79,1,19130.272128,25
38155.67,1,34013.485440000004,21
72108.55,0,30696.627456000002,22
87508.53,0,23526.999936,21
101103.66,1,15407.859456,17
71912.15,1,24122.457216000003,19
75682.44,0,31232.539008000003,17
49830.26,1,15451.311744,16
96731.56,0,23219.615232,14
80440.24,0,29418.808320000004,22
62700.93,0,21014.813952,18
75160.29,1,22432.646016000002,24
104705.85,1,32209.410816000003,18
90899.86,1,17231.246208,21
103643.22,0,41511.419136000004,24
89084.24,1,20659.148928000002,25
88657.86,0,20969.75232,21
61331.48,0,32106.412800000002,13
41625.0,0,26058.498048,23
30430.91,1,23948.648064,26
79290.13,1,23779.666944,21
108974.78,0,20509.479936,12
105346.4,0,20942.393472,13
25477.08,1,27461.846016000003,19
91190.27,0,18426.988800000003,17
65653.57,1,16680.850560000003,12
93325.37,0,9619.049088,18
90110.38,0,23580.108288000003,25
86579.53,0,38341.011456,13
43509.27,0,25146.0,25
43966.31,1,19510.077312,24
38979.54,1,19696.761216000003,24
58125.86,1,20794.333824,23
42052.8,0,63128.127744000005,26
73584.98,1,13241.682432000001,19
48287.26,1,20900.550528,16
67867.53,0,13309.27488,25
68562.61,0,30680.534016,18
80135.94,0,36273.004416,13
82571.99,0,29137.173120000003,23
58997.33,0,24608.479104000002,19
86868.2,0,35326.710144000004,21
92393.34,0,30743.298432000003,8
82078.97,0,22468.051584,26
51097.21,1,19877.007744000002,22
76746.96,0,12958.437888,23
31126.22,1,25570.866816,14
87421.77,1,13521.708288000002,23
54789.0,1,9567.55008,20
47870.87,1,43307.44704000001,17
77192.03,1,15763.524480000002,18
60215.14,0,28297.095552000002,24
38926.9,1,16836.956928,19
77690.95,0,32296.315392,16
42749.08,1,30130.138368000004,12
37562.77,1,34594.458624,22
25479.97,1,25557.992064000002,21
84121.67,1,23742.652032,26
96223.45,1,21233.684736000003,18
52092.5,1,20606.040576000003,17
53350.22,1,18838.980864,12
43823.16,1,20099.097216000002,26
92956.75,0,28351.813248000002,23
85323.93,0,584.191872,21
68765.44,0,25060.704768000003,23
48849.12,0,8140.061952000001,26
76616.81,0,20931.128064,8
39044.74,1,13330.196352,24
39937.5,1,17385.743232,26
70756.45,1,18454.347648000003,14
65982.96,1,11363.577984000001,13
73918.08,0,24507.090432,11
47279.05,0,20869.972992000003,24
35508.95,1,22223.431296000002,24
71871.52,1,10338.425856,19
18234.99,1,13595.738112000001,24
93710.17,1,20908.597248000002,21
27831.26,1,10544.421888,22
41566.03,1,14125.212288,26
72281.71,0,32930.396928,14
58031.32,1,13647.237120000002,23
63153.7,0,27642.092544000003,23
61992.78,0,25918.48512,25
60826.02,0,32846.71104,21
78971.4,0,14575.828608000002,24
80857.98,0,11717.633664,12
41841.71,1,30928.372992,21
74738.67,0,30883.311360000003,26
37754.27,1,26195.292288,21
48880.96,1,19704.807936,25
111232.69,1,18615.282048,11
43522.35,1,28754.149248,18
89175.83,0,24717.914496,16
84895.96,0,28704.259584000003,14
31159.1,1,14157.399168000002,19
33671.6,1,24001.756416,24
75378.47,0,16381.512576000001,18
52821.78,0,20770.193664000002,18
97969.32,1,14873.557248000001,25
82130.68,0,17195.840640000002,18
69938.01,1,17865.327744000002,17
60151.71,0,40775.948928000005,26
90791.51,0,20168.299008,22
69216.95,0,38513.211264000005,13
51786.56,1,25875.032832,25
85492.67,0,35975.275776,24
78506.26,0,27740.262528000003,26
44195.14,0,15274.283904000002,16
83396.53,0,17722.096128,13
97387.88,0,27793.370880000002,19
11849.57,1,29319.028992000003,24
65749.97,0,31290.475392,24
57209.28,0,22376.318976000002,22
22733.76,1,29211.202944,22
68274.8,0,20358.2016,19
50935.23,0,29270.748672,14
83821.74,1,21219.200640000003,22
76443.36,1,17163.65376,11
94356.13,1,21877.422336000003,16
20653.47,1,24648.712704,23
44063.92,1,32732.447616,26
74128.76,1,30112.435584000003,14
18239.6,1,21821.095296000003,26
42592.0,1,21972.373632000003,22
93973.19,0,25656.162048000002,17
13019.74,1,16315.529472000002,26
80643.48,0,28659.197952000002,16
47153.12,1,10682.825472,26
61161.66,0,19370.064384,23
11053.79,1,32117.678208,26
21895.94,1,18959.681664,26
80450.28,0,17601.395328000002,24
87141.84,0,21861.328896000003,25
50261.76,1,11511.637632,20
91365.12,0,27712.903680000003,18
96716.21,1,18993.477888,24
46222.38,1,11173.675392000001,25
93889.4,1,21246.559488000003,20
58691.22,0,22517.941248000003,23
97824.01,0,14258.78784,17
85152.64,0,17493.56928,16
45171.94,1,43497.349632000005,22
43950.05,0,13645.627776000001,19
31848.92,1,13273.869312,25
47803.95,0,21262.652928000003,19
91780.26,0,17723.705472,26
81355.74,1,12609.21024,16
77585.11,0,15694.322688,21
61947.0,0,15243.706368000001,10
64948.91,0,24888.504960000002,19
87487.93,0,22987.869696,8
48875.07,0,21156.436224,19
16354.14,1,20929.51872,26
59443.2,0,25968.374784000003,22
49207.48,1,16104.705408000002,20
71282.48,1,16629.351552,12
18887.11,1,19289.597184000002,26
37244.93,1,19872.179712,15
66905.3,0,38022.361344000004,18
50313.96,0,29090.502144000002,19
82721.7,1,19410.297984,14
105926.86,1,30077.030016,15
66987.51,1,18349.740288,24
70302.9,0,35733.874176000005,8
69005.74,1,23044.196736,18
76833.14,0,19178.552448000002,25
75393.38,0,17372.86848,22
47033.03,1,14448.690432000001,21
111319.48,1,26489.80224,16
109509.96,0,37605.541248,18
58570.17,1,28260.08064,19
80390.26,0,14625.718272000002,22
29982.33,1,23890.71168,25
49528.74,1,29504.103552,9
96402.43,0,18011.778048,14
27616.01,1,14556.51648,26
55931.97,1,12205.264896,25
111263.35,1,15190.598016000002,11
101415.11,1,26451.177984,11
59464.51,1,22213.775232,23
73355.27,0,33659.42976,17
45748.06,1,25192.670976,16
83686.13,0,50003.927424,21
58200.34,1,33117.080832,22
45010.88,1,18282.14784,8
47584.23,1,12002.487552,25
109009.54,1,20554.541568,18
99045.26,0,20945.61216,26
29868.87,1,28874.850048,15
83735.84,0,27180.210816000003,26
92916.94,0,18119.604096000003,18
68956.22,1,18219.383424,20
57027.85,1,16341.278976000001,13
47064.3,1,25625.584512,26
69811.07,0,10517.063040000001,9
48412.88,0,19802.97792,22
43033.47,1,23015.228544,26
16599.03,1,14060.838528,21
86069.22,0,28647.932544000003,25
42491.27,1,31879.495296,22
78235.69,0,29198.328192,16
97741.64,0,31182.649344,20
86830.79,1,14171.883264,24
83896.38,1,9393.740928000001,20
40088.17,1,12869.923968000001,24
81708.98,0,24616.525824,17
22289.87,1,13223.979648,19
64637.98,0,13478.256000000001,26
78807.86,1,19553.5296,25
62887.42,0,36342.206208,18
80445.86,0,32894.99136,21
65019.81,0,24827.349888,18
58790.46,1,27310.56768,24
86150.41,0,25791.346944,24
9293.94,1,20525.573376,24
65290.11,1,21042.1728,26
85602.03,0,21782.47104,23
47500.47,1,24275.344896000002,17
39371.14,1,29412.370944000002,17
89442.04,0,28556.199936,15
71977.33,0,23488.37568,16
90437.61,0,26212.995072,23
87274.13,1,21542.678784,25
66781.04,0,41646.604032,18
28969.82,1,25176.577536,23
70733.72,0,37977.299712,23
44224.36,1,15551.091072000001,25
86577.51,0,11707.9776,8
58802.03,1,21830.751360000002,20
25487.71,1,21988.467072000003,25
86716.05,1,18108.338688,16
80774.07,0,35389.47456,23
97830.91,0,28752.539904,13
36007.16,1,22104.33984,25
79193.58,0,31367.723904000002,19
33276.52,1,16573.024512,22
40890.38,1,21759.940224,20
83537.38,0,21985.248384000002,22
95702.51,0,25007.596416,25
68048.91,0,28623.792384,19
98997.7,0,10740.761856000001,25
